""," Date "," Package "," Title "
"1294","2017-01-11","gstat","Spatial and Spatio-Temporal Geostatistical Modelling, Prediction
and Simulation"
"1295","2017-01-11","MALDIquant","Quantitative Analysis of Mass Spectrometry Data"
"1296","2017-01-11","meteoland","Landscape Meteorology Tools"
"1297","2017-01-11","moveHMM","Animal Movement Modelling using Hidden Markov Models"
"1298","2017-01-11","NetWeaver","Graphic Presentation of Complex Genomic and Network Data
Analysis"
"1299","2017-01-11","pracma","Practical Numerical Math Functions"
"1300","2017-01-11","ptstem","Stemming Algorithms for the Portuguese Language"
"1301","2017-01-11","QNB","Differential RNA Methylation Analysis for Count-Based
Small-Sample Sequencing Data with a Quad-Negative Binomial
Model"
"1302","2017-01-11","QRank","A Novel Quantile Regression Approach for eQTL Discovery"
"1303","2017-01-11","RandPro","Random Projection"
"1304","2017-01-11","RND","Risk Neutral Density Extraction Package"
"1305","2017-01-11","scoringRules","Scoring Rules for Parametric and Simulated Distribution
Forecasts"
"1306","2017-01-11","VGAM","Vector Generalized Linear and Additive Models"
"1307","2017-01-11","VineCopula","Statistical Inference of Vine Copulas"
"1308","2017-01-11","xxIRT","Practical Item Response Theory and Computer-Based Testing in R"
"1309","2017-01-10","CADStat","Provides a GUI to Several Statistical Methods"
"1310","2017-01-10","CampaR1","Trajectory Analysis"
"1311","2017-01-10","choroplethr","Simplify the Creation of Choropleth Maps in R"
"1312","2017-01-10","edgar","Platform for EDGAR Filing Management"
"1313","2017-01-10","ENMeval","Automated Runs and Evaluations of Ecological Niche Models"
"1314","2017-01-10","expint","Exponential Integral and Incomplete Gamma Function"
"1315","2017-01-10","hergm","Hierarchical Exponential-Family Random Graph Models"
"1316","2017-01-10","icesDatras","DATRAS Trawl Database Web Services"
"1317","2017-01-10","leaps","Regression Subset Selection"
"1318","2017-01-10","marmap","Import, Plot and Analyze Bathymetric and Topographic Data"
"1319","2017-01-10","MEGENA","Multiscale Clustering of Geometrical Network"
"1320","2017-01-10","milr","Multiple-Instance Logistic Regression with LASSO Penalty"
"1321","2017-01-10","MODIS","Acquisition and Processing of MODIS Products"
"1322","2017-01-10","NetworkRiskMeasures","Risk Measures for (Financial) Networks"
"1323","2017-01-10","numbers","Number-Theoretic Functions"
"1324","2017-01-10","qfasar","Quantitative Fatty Acid Signature Analysis in R"
"1325","2017-01-10","regclass","Tools for an Introductory Class in Regression and Modeling"
"1326","2017-01-10","rgl","3D Visualization Using OpenGL"
"1327","2017-01-10","RStoolbox","Tools for Remote Sensing Data Analysis"
"1328","2017-01-10","SAVE","Bayesian Emulation, Calibration and Validation of Computer
Models"
"1329","2017-01-10","subprocess","Manage Sub-Processes in R"
"1330","2017-01-10","TAQMNGR","Manage Tick-by-Tick Transaction Data"
"1331","2017-01-10","tidyr","Easily Tidy Data with 'spread()' and 'gather()' Functions"
"1332","2017-01-10","USGSstates2k","Replaced by 'states2k' – United States of America Map with the
NAD 1983 Albers Projection"
"1333","2017-01-10","VGAMdata","Data Supporting the 'VGAM' Package"
"1334","2017-01-09","backShift","Learning Causal Cyclic Graphs from Unknown Shift Interventions"
"1335","2017-01-09","BoolFilter","Optimal Estimation of Partially Observed Boolean Dynamical
Systems"
"1336","2017-01-09","BSSasymp","Asymptotic Covariance Matrices of Some BSS Mixing and Unmixing
Matrix Estimates"
"1337","2017-01-09","clifro","Easily Download and Visualise Climate Data from CliFlo"
"1338","2017-01-09","clipr","Read and Write from the System Clipboard"
"1339","2017-01-09","copula","Multivariate Dependence with Copulas"
"1340","2017-01-09","datapasta","RStudio Addins for Data Copy-Pasta"
"1341","2017-01-09","dismo","Species Distribution Modeling"
"1342","2017-01-09","dlsem","Distributed-Lag Structural Equation Modelling"
"1343","2017-01-09","dynsurv","Dynamic Models for Survival Data"
"1344","2017-01-09","esaddle","Extended Empirical Saddlepoint Density Approximation"
"1345","2017-01-09","factoextra","Extract and Visualize the Results of Multivariate Data Analyses"
"1346","2017-01-09","fivethirtyeight","Data and Code Behind the Stories and Interactives at
'FiveThirtyEight'"
"1347","2017-01-09","HistData","Data Sets from the History of Statistics and Data Visualization"
"1348","2017-01-09","humarray","Simplify Analysis and Annotation of Human Microarray Datasets"
"1349","2017-01-09","ICAOD","Imperialist Competitive Algorithm for Optimal Designs"
"1350","2017-01-09","JADE","Blind Source Separation Methods Based on Joint Diagonalization
and Some BSS Performance Criteria"
"1351","2017-01-09","laGP","Local Approximate Gaussian Process Regression"
"1352","2017-01-09","MSGARCH","Markov-Switching GARCH Models"
"1353","2017-01-09","npcopTest","Non Parametric Test for Detecting Changes in the Copula"
"1354","2017-01-09","npmv","Nonparametric Comparison of Multivariate Samples"
"1355","2017-01-09","openxlsx","Read, Write and Edit XLSX Files"
"1356","2017-01-09","rangeMapper","A Platform for the Study of Macro-Ecology of Life History Traits"
"1357","2017-01-09","RBPcurve","The Residual-Based Predictiveness Curve"
"1358","2017-01-09","rclinicaltrials","Download Aggregate Trial Information and Results from
ClinicalTrials.gov"
"1359","2017-01-09","ReporteRs","Microsoft Word and PowerPoint Documents Generation"
"1360","2017-01-09","rgeos","Interface to Geometry Engine - Open Source (GEOS)"
"1361","2017-01-09","rjsonapi","Consumer for APIs that Follow the JSON API Specification"
"1362","2017-01-09","RSmartlyIO","Loading Facebook and Instagram Advertising Data from
'Smartly.io'"
"1363","2017-01-09","sitar","Super Imposition by Translation and Rotation Growth Curve
Analysis"
"1364","2017-01-09","speedglm","Fitting Linear and Generalized Linear Models to Large Data Sets"
"1365","2017-01-09","spgwr","Geographically Weighted Regression"
"1366","2017-01-09","ssizeRNA","Sample Size Calculation for RNA-Seq Experimental Design"
"1367","2017-01-09","StanHeaders","C++ Header Files for Stan"
"1368","2017-01-09","StatMatch","Statistical Matching"
"1369","2017-01-09","stormwindmodel","Model Tropical Cyclone Wind Speeds"
"1370","2017-01-09","tensorBF","Bayesian Tensor Factorization"
"1371","2017-01-09","TrendInTrend","Odds Ratio Estimation for the Trend in Trend Model"
"1372","2017-01-08","bayesLife","Bayesian Projection of Life Expectancy"
"1373","2017-01-08","BiodiversityR","Package for Community Ecology and Suitability Analysis"
"1374","2017-01-08","blocksdesign","Nested and Crossed Block Designs for Unstructured and Factorial
Treatment Sets"
"1375","2017-01-08","catR","Generation of IRT Response Patterns under Computerized Adaptive
Testing"
"1376","2017-01-08","epidata","Tools to Retrieve Economic Policy Institute Data Library
Extracts"
"1377","2017-01-08","fancycut","A Fancy Version of 'base::cut'"
"1378","2017-01-08","gmp","Multiple Precision Arithmetic"
"1379","2017-01-08","hdnom","Benchmarking and Visualization Toolkit for Penalized Cox Models"
"1380","2017-01-08","IsoplotR","Statistical Toolbox for Radiometric Geochronology"
"1381","2017-01-08","lowmemtkmeans","Low Memory Use Trimmed K-Means"
"1382","2017-01-08","monomvn","Estimation for Multivariate Normal and Student-t Data with
Monotone Missingness"
"1383","2017-01-08","psych","Procedures for Psychological, Psychometric, and Personality
Research"
"1384","2017-01-08","rly","'Lex' and 'Yacc'"
"1385","2017-01-08","RSQLite","'SQLite' Interface for R"
"1386","2017-01-08","SkyWatchr","Wrapper for the SkyWatch API"
"1387","2017-01-08","systemicrisk","A Toolbox for Systemic Risk"
"1388","2017-01-08","toaster","Big Data in-Database Analytics that Scales with Teradata Aster
Distributed Platform"
"1389","2017-01-07","AER","Applied Econometrics with R"
"1390","2017-01-07","c212","Methods for Detecting Safety Signals in Clinical Trials Using
Body-Systems (System Organ Classes)"
"1391","2017-01-07","caseMatch","Identify Similar Cases for Qualitative Case Studies"
"1392","2017-01-07","clustRcompaR","Easy Interface for Clustering a Set of Documents and Exploring
Group- Based Patterns"
"1393","2017-01-07","dat","Tools for Data Manipulation"
"1394","2017-01-07","depth","Nonparametric Depth Functions for Multivariate Analysis"
"1395","2017-01-07","fiery","A Lightweight and Flexible Web Framework"
"1396","2017-01-07","forestplot","Advanced Forest Plot Using 'grid' Graphics"
"1397","2017-01-07","MAMSE","Calculation of Minimum Averaged Mean Squared Error (MAMSE)
Weights"
"1398","2017-01-07","openVA","Automated Method for Verbal Autopsy"
"1399","2017-01-07","panelaggregation","Aggregate Longitudinal Survey Data"
"1400","2017-01-07","pdp","Partial Dependence Plots"
"1401","2017-01-07","rzmq","R Bindings for ZeroMQ"
"1402","2017-01-07","sqlscore","Utilities for Generating SQL Queries from Model Objects"
"1403","2017-01-07","sysid","System Identification in R"
"1404","2017-01-07","templates","A System for Working with Templates"
"1405","2017-01-07","tmle","Targeted Maximum Likelihood Estimation"
"1406","2017-01-07","vcfR","Manipulate and Visualize VCF Data"
"1407","2017-01-07","waffle","Create Waffle Chart Visualizations in R"
"1408","2017-01-07","wikilake","Scrape Lakes Metadata Tables from Wikipedia"
"1409","2017-01-07","xslt","XSLT 1.0 Transformations"
"1410","2017-01-06","ahp","Analytic Hierarchy Process"
"1411","2017-01-06","aqp","Algorithms for Quantitative Pedology"
"1412","2017-01-06","bayesTFR","Bayesian Fertility Projection"
"1413","2017-01-06","biogram","N-Gram Analysis of Biological Sequences"
"1414","2017-01-06","BivRegBLS","Tolerance Intervals and Errors-in-Variables Regressions in
Method Comparison Studies"
"1415","2017-01-06","bold","Interface to Bold Systems 'API'"
"1416","2017-01-06","cairoDevice","Embeddable Cairo Graphics Device Driver"
"1417","2017-01-06","data.tree","General Purpose Hierarchical Data Structure"
"1418","2017-01-06","Datasmith","Tools to Complete Euclidean Distance Matrices"
"1419","2017-01-06","DFIT","Differential Functioning of Items and Tests"
"1420","2017-01-06","ecd","Elliptic Distribution and Lambda Option Pricing Model"
"1421","2017-01-06","eHOF","Extended HOF (Huisman-Olff-Fresco) Models"
"1422","2017-01-06","epifit","Flexible Modelling Functions for Epidemiological Data Analysis"
"1423","2017-01-06","fabCI","FAB Confidence Intervals"
"1424","2017-01-06","FactoClass","Combination of Factorial Methods and Cluster Analysis"
"1425","2017-01-06","GEint","Misspecified Models for Gene-Environment Interaction"
"1426","2017-01-06","listWithDefaults","List with Defaults"
"1427","2017-01-06","ltxsparklines","Lightweight Sparklines for a LaTeX Document"
"1428","2017-01-06","MixGHD","Model Based Clustering, Classification and Discriminant Analysis
Using the Mixture of Generalized Hyperbolic Distributions"
"1429","2017-01-06","ncvreg","Regularization Paths for SCAD and MCP Penalized Regression
Models"
"1430","2017-01-06","netCoin","Interactive Networks with R"
"1431","2017-01-06","pamctdp","Principal Axes Methods for Contingency Tables with Partition
Structures on Rows and Columns"
"1432","2017-01-06","Plasmidprofiler","Visualization of Plasmid Profile Results"
"1433","2017-01-06","rodeo","A Code Generator for ODE-Based Models"
"1434","2017-01-06","rtrie","A Simple R-Based Implementation of a Trie (A.k.a. Digital
Tree/Radix Tree/Prefix Tree)"
"1435","2017-01-06","semver","'Semantic Versioning V2.0.0' Parser"
"1436","2017-01-06","stplanr","Sustainable Transport Planning"
"1437","2017-01-06","stR","STR Decomposition"
"1438","2017-01-06","stremr","Streamlined Estimation of Survival for Static, Dynamic and
Stochastic Treatment and Monitoring Regimes"
"1439","2017-01-06","wppExplorer","Explorer of World Population Prospects"
"1440","2017-01-05","benchmarkme","Crowd Sourced System Benchmarks"
"1441","2017-01-05","BIOMASS","Estimating Aboveground Biomass and Its Uncertainty in Tropical
Forests"
"1442","2017-01-05","covr","Test Coverage for Packages"
"1443","2017-01-05","crisp","Fits a Model that Partitions the Covariate Space into Blocks in
a Data- Adaptive Way"
"1444","2017-01-05","enpls","Ensemble Partial Least Squares Regression"
"1445","2017-01-05","ergm","Fit, Simulate and Diagnose Exponential-Family Models for
Networks"
"1446","2017-01-05","etasFLP","Mixed FLP and ML Estimation of ETAS Space-Time Point Processes"
"1447","2017-01-05","FixSeqMTP","Fixed Sequence Multiple Testing Procedures"
"1448","2017-01-05","gLRTH","Likelihood Ratio Test for Genome-Wide Association under Genetic
Heterogeneity"
"1449","2017-01-05","gpuR","GPU Functions for R Objects"
"1450","2017-01-05","gsl","Wrapper for the Gnu Scientific Library"
"1451","2017-01-05","hail","Read HYDRA Rainfall Data"
"1452","2017-01-05","lfda","Local Fisher Discriminant Analysis"
"1453","2017-01-05","lmfor","Functions for Forest Biometrics"
"1454","2017-01-05","MRCE","Multivariate Regression with Covariance Estimation"
"1455","2017-01-05","ParamHelpers","Helpers for Parameters in Black-Box Optimization, Tuning and
Machine Learning"
"1456","2017-01-05","partDSA","Partitioning Using Deletion, Substitution, and Addition Moves"
"1457","2017-01-05","RcppProgress","An Interruptible Progress Bar with OpenMP Support for C++ in R
Packages"
"1458","2017-01-05","requireR","R Source Code Modularizer"
"1459","2017-01-05","RWinEdt","R Interface to 'WinEdt'"
"1460","2017-01-05","scatterplot3d","3D Scatter Plot"
"1461","2017-01-05","showtext","Using Fonts More Easily in R Graphs"
"1462","2017-01-05","TBSSurvival","Survival Analysis using a Transform-Both-Sides Model"
"1463","2017-01-05","xgboost","Extreme Gradient Boosting"
"1464","2017-01-04","abcrf","Approximate Bayesian Computation via Random Forests"
"1465","2017-01-04","abjutils","Useful Tools for Jurimetrical Analysis Used by the Brazilian
Jurimetrics Association"
"1466","2017-01-04","BayesPiecewiseICAR","Hierarchical Bayesian Model for a Hazard Function"
"1467","2017-01-04","benchmarkmeData","Data Set for the 'benchmarkme' Package"
"1468","2017-01-04","DiagrammeR","Create Graph Diagrams and Flowcharts Using R"
"1469","2017-01-04","dSVA","Direct Surrogate Variable Analysis"
"1470","2017-01-04","dygraphs","Interface to 'Dygraphs' Interactive Time Series Charting Library"
"1471","2017-01-04","episensr","Basic Sensitivity Analysis of Epidemiological Results"
"1472","2017-01-04","HeritSeq","Heritability of Gene Expression for Next-Generation Sequencing"
"1473","2017-01-04","minimalRSD","Minimally Changed CCD and BBD"
"1474","2017-01-04","Partiallyoverlapping","Partially Overlapping Samples t-Tests"
"1475","2017-01-04","phylopath","Perform Phylogenetic Path Analysis"
"1476","2017-01-04","pwt8","Penn World Table (Version 8.x)"
"1477","2017-01-04","pwt9","Penn World Table (Version 9.x)"
"1478","2017-01-04","Redmonder","Microsoft(r)-Inspired Color Palettes"
"1479","2017-01-04","Rfacebook","Access to Facebook API via R"
"1480","2017-01-04","sdcMicro","Statistical Disclosure Control Methods for Anonymization of
Microdata and Risk Estimation"
"1481","2017-01-04","SimPhe","Tools to Simulate Phenotype(s) with Epistatic Interaction"
"1482","2017-01-04","treemap","Treemap Visualization"
"1483","2017-01-04","tsdecomp","Decomposition of Time Series Data"
"1484","2017-01-04","TSeriesMMA","Multiscale Multifractal Analysis of Time Series Data"
"1485","2017-01-04","UpSetR","A More Scalable Alternative to Venn and Euler Diagrams for
Visualizing Intersecting Sets"
"1486","2017-01-04","xtractomatic","Accessing Environmental Data from ERD's ERDDAP Server"
"1487","2017-01-03","colr","Functions to Select and Rename Data"
"1488","2017-01-03","dpcR","Digital PCR Analysis"
"1489","2017-01-03","easyDes","An Easy Way to Descriptive Analysis"
"1490","2017-01-03","FTRLProximal","FTRL Proximal Implementation for Elastic Net Regression"
"1491","2017-01-03","httpcache","Query Cache for HTTP Clients"
"1492","2017-01-03","metagear","Comprehensive Research Synthesis Tools for Systematic Reviews
and Meta- Analysis"
"1493","2017-01-03","mltools","Machine Learning Tools"
"1494","2017-01-03","natserv","'NatureServe' Interface"
"1495","2017-01-03","NCmisc","Miscellaneous Functions for Creating Adaptive Functions and
Scripts"
"1496","2017-01-03","openadds","Client to Access 'Openaddresses' Data"
"1497","2017-01-03","phylotate","Phylogenies with Annotations"
"1498","2017-01-03","QCAtools","Helper Functions for QCA in R"
"1499","2017-01-03","reader","Suite of Functions to Flexibly Read Data from Files"
"1500","2017-01-03","rebus","Build Regular Expressions in a Human Readable Way"
"1501","2017-01-03","rebus.unicode","Unicode Extensions for the 'rebus' Package"
"1502","2017-01-03","rneos","XML-RPC Interface to NEOS"
"1503","2017-01-03","rvg","R Graphics Devices for Vector Graphics Output"
"1504","2017-01-03","spAddins","A Set of RStudio Addins"
"1505","2017-01-03","tables","Formula-Driven Table Generation"
"1506","2017-01-03","TPEA","A Novel Topology-Based Pathway Enrichment Analysis Approach"
"1507","2017-01-03","valuer","Pricing of Variable Annuities"
"1508","2017-01-02","boral","Bayesian Ordination and Regression AnaLysis"
"1509","2017-01-02","coxphw","Weighted Estimation in Cox Regression"
"1510","2017-01-02","dataMaid","A Suite of Checks for Identification of Potential Errors in a
Data Frame as Part of the Data Cleaning Process"
"1511","2017-01-02","face","Fast Covariance Estimation for Sparse Functional Data"
"1512","2017-01-02","highlightHTML","Highlight HTML Text and Tables"
"1513","2017-01-02","LaF","Fast Access to Large ASCII Files"
"1514","2017-01-02","makedummies","Create Dummy Variables from Categorical Data"
"1515","2017-01-02","ngspatial","Fitting the Centered Autologistic and Sparse Spatial Generalized
Linear Mixed Models for Areal Data"
"1516","2017-01-02","nlsem","Fitting Structural Equation Mixture Models"
"1517","2017-01-02","pcadapt","Fast Principal Component Analysis for Outlier Detection"
"1518","2017-01-02","Rcmdr","R Commander"
"1519","2017-01-02","rebus.base","Core Functionality for the 'rebus' Package"
"1520","2017-01-01","abundant","High-Dimensional Principal Fitted Components and Abundant
Regression"
"1521","2017-01-01","awsjavasdk","Boilerplate R Access to the Amazon Web Services ('AWS') Java SDK"
"1522","2017-01-01","ChainLadder","Statistical Methods and Models for Claims Reserving in General
Insurance"
"1523","2017-01-01","git2r","Provides Access to Git Repositories"
"1524","2017-01-01","glinternet","Learning Interactions via Hierarchical Group-Lasso
Regularization"
"1525","2017-01-01","googleVis","R Interface to Google Charts"
"1526","2017-01-01","KnowBR","Discriminating Well Surveyed Spatial Units from Exhaustive
Biodiversity Databases"
"1527","2017-01-01","NonCompart","Noncompartmental Analysis for Pharmacokinetic Data"
"1528","2017-01-01","pbdRPC","Programming with Big Data – Remote Procedure Call"
"1529","2017-01-01","rms","Regression Modeling Strategies"
"1530","2017-01-01","rpdo","Pacific Decadal Oscillation Index Data"
"1531","2017-01-01","SGP","Student Growth Percentiles & Percentile Growth Trajectories"
"1532","2017-01-01","skeletor","An R Package Skeleton Generator"
"1533","2016-12-31","archivist","Tools for Storing, Restoring and Searching for R Objects"
"1534","2016-12-31","assertive","Readable Check Functions to Ensure Code Integrity"
"1535","2016-12-31","bigstep","Stepwise Selection for Large Data Sets"
"1536","2016-12-31","censys","Tools to Query the 'Censys' API"
"1537","2016-12-31","CIAAWconsensus","Isotope Ratio Meta-Analysis"
"1538","2016-12-31","factorstochvol","Bayesian Estimation of (Sparse) Latent Factor Stochastic
Volatility Models"
"1539","2016-12-31","FindIt","Finding Heterogeneous Treatment Effects"
"1540","2016-12-31","futureheatwaves","Find, Characterize, and Explore Extreme Events in Climate
Projections"
"1541","2016-12-31","GenomicTools","Collection of Tools for Genomic Data Analysis"
"1542","2016-12-31","ggCompNet","Compare Timing of Network Visualizations"
"1543","2016-12-31","gghalfnorm","Create a Half Normal Plot Using 'ggplot2'"
"1544","2016-12-31","grpregOverlap","Penalized Regression Models with Overlapping Grouped Covariates"
"1545","2016-12-31","hds","Hazard Discrimination Summary"
"1546","2016-12-31","Hmisc","Harrell Miscellaneous"
"1547","2016-12-31","likert","Analysis and Visualization Likert Items"
"1548","2016-12-31","MAINT.Data","Model and Analyse Interval Data"
"1549","2016-12-31","ODMconverter","Tools to Convert ODM Files"
"1550","2016-12-31","openssl","Toolkit for Encryption, Signatures and Certificates Based on
OpenSSL"
"1551","2016-12-31","oro.nifti","Rigorous - NIfTI + ANALYZE + AFNI : Input / Output"
"1552","2016-12-31","respirometry","Tools for Conducting Respirometry Experiments"
"1553","2016-12-31","sdprisk","Measures of Risk for the Compound Poisson Risk Process with
Diffusion"
"1554","2016-12-30","assertive.base","A Lightweight Core of the 'assertive' Package"
"1555","2016-12-30","assertive.properties","Assertions to Check Properties of Variables"
"1556","2016-12-30","assertive.reflection","Assertions for Checking the State of R"
"1557","2016-12-30","assertive.sets","Assertions to Check Properties of Sets"
"1558","2016-12-30","assertive.types","Assertions to Check Types of Variables"
"1559","2016-12-30","bootruin","A Bootstrap Test for the Probability of Ruin in the Classical
Risk Process"
"1560","2016-12-30","bossMaps","Convert Binary Species Range Maps into Continuous Surfaces Based
on Distance to Range Edge"
"1561","2016-12-30","CBPS","Covariate Balancing Propensity Score"
"1562","2016-12-30","errorlocate","Locate Errors with Validation Rules"
"1563","2016-12-30","finiteruinprob","Computation of the Probability of Ruin Within a Finite Time
Horizon"
"1564","2016-12-30","fuzzr","Fuzz-Test R Functions"
"1565","2016-12-30","GCPM","Generalized Credit Portfolio Model"
"1566","2016-12-30","ggplot2","Create Elegant Data Visualisations Using the Grammar of Graphics"
"1567","2016-12-30","GSE","Robust Estimation in the Presence of Cellwise and Casewise
Contamination and Missing Data"
"1568","2016-12-30","gsheet","Download Google Sheets Using Just the URL"
"1569","2016-12-30","HDtest","High Dimensional Hypothesis Testing for Mean Vectors, Covariance
Matrices, and White Noise of Vector Time Series"
"1570","2016-12-30","joineRML","Joint Modelling of Multivariate Longitudinal Data and
Time-to-Event Outcomes"
"1571","2016-12-30","list","Statistical Methods for the Item Count Technique and List
Experiment"
"1572","2016-12-30","optmatch","Functions for Optimal Matching"
"1573","2016-12-30","plotrix","Various Plotting Functions"
"1574","2016-12-30","protr","Generating Various Numerical Representation Schemes for Protein
Sequences"
"1575","2016-12-30","RcppMLPACK","'Rcpp' Integration for the 'MLPACK' Library"
"1576","2016-12-30","ROI.plugin.ecos","'ECOS' Plugin for the 'R' Optimization Infrastructure"
"1577","2016-12-30","ROI.plugin.scs","'SCS' Plugin for the 'R' Optimization Infrastructure"
"1578","2016-12-30","uniah","Unimodal Additive Hazards Model"
"1579","2016-12-30","word.alignment","Computing Word Alignment Using IBM Model 1 (and Symmetrization)
for a Given Parallel Corpus and Its Evaluation"
"1580","2016-12-29","AcceptanceSampling","Creation and Evaluation of Acceptance Sampling Plans"
"1581","2016-12-29","AssayCorrector","Detection and Correction of Spatial Bias in HTS Screens"
"1582","2016-12-29","assignPOP","Population Assignment using Genomic, Non-Genetic or Integrated
Data in a Machine-Learning Framework"
"1583","2016-12-29","blob","A Simple S3 Class for Representing Vectors of Binary Data
('BLOBS')"
"1584","2016-12-29","CluMix","Clustering and Visualization of Mixed-Type Data"
"1585","2016-12-29","coala","A Framework for Coalescent Simulation"
"1586","2016-12-29","deepboost","Deep Boosting Ensemble Modeling"
"1587","2016-12-29","fortunes","R Fortunes"
"1588","2016-12-29","gradDescent","Gradient Descent for Regression Tasks"
"1589","2016-12-29","htmltab","Assemble Data Frames from HTML Tables"
"1590","2016-12-29","lsgl","Linear Multiple Output Sparse Group Lasso"
"1591","2016-12-29","ludic","Linkage Using Diagnosis Codes"
"1592","2016-12-29","MetaboList","Annotation of Metabolites from Liquid Chromatography-Mass
Spectrometry Data"
"1593","2016-12-29","msgl","High Dimensional Multiclass Classification Using Sparse Group
Lasso"
"1594","2016-12-29","sglOptim","Generic Sparse Group Lasso Solver"
"1595","2016-12-28","anocva","A Non-Parametric Statistical Test to Compare Clustering
Structures"
"1596","2016-12-28","attrCUSUM","Tools for Attribute VSI CUSUM Control Chart"
"1597","2016-12-28","confreq","Configural Frequencies Analysis Using Log-Linear Modeling"
"1598","2016-12-28","descriptr","Descriptive Statistics & Distributions Exploration"
"1599","2016-12-28","docxtools","Tools for R Markdown to Docx Documents"
"1600","2016-12-28","geoknife","Web-Processing of Large Gridded Datasets"
"1601","2016-12-28","nplr","N-Parameter Logistic Regression"
"1602","2016-12-28","PReMiuM","Dirichlet Process Bayesian Clustering, Profile Regression"
"1603","2016-12-28","rstan","R Interface to Stan"
"1604","2016-12-28","sentimentr","Calculate Text Polarity Sentiment"
"1605","2016-12-28","simmer","Discrete-Event Simulation for R"
"1606","2016-12-28","subspaceMOA","Interface to 'subspaceMOA'"
"1607","2016-12-28","tictactoe","Tic-Tac-Toe Game"
"1608","2016-12-28","TreeBUGS","Hierarchical Multinomial Processing Tree Modeling"
"1609","2016-12-27","acrt","Autocorrelation Robust Testing"
"1610","2016-12-27","ashr","Methods for Adaptive Shrinkage, using Empirical Bayes"
"1611","2016-12-27","bayesloglin","Bayesian Analysis of Contingency Table Data"
"1612","2016-12-27","Bchron","Radiocarbon Dating, Age-Depth Modelling, Relative Sea Level Rate
Estimation, and Non-Parametric Phase Modelling"
"1613","2016-12-27","Bclim","Bayesian Palaeoclimate Reconstruction from Pollen Data"
"1614","2016-12-27","cvequality","Tests for the Equality of Coefficients of Variation from
Multiple Groups"
"1615","2016-12-27","DLMtool","Data-Limited Methods Toolkit"
"1616","2016-12-27","DStree","Recursive Partitioning for Discrete-Time Survival Trees"
"1617","2016-12-27","GMD","Generalized Minimum Distance of distributions"
"1618","2016-12-27","Gmisc","Descriptive Statistics, Transition Plots, and More"
"1619","2016-12-27","IRTpp","Estimating IRT Parameters using the IRT Methodology"
"1620","2016-12-27","KTensorGraphs","Co-Tucker3 Analysis of Two Sequences of Matrices"
"1621","2016-12-27","lakemorpho","Lake Morphometry Metrics in R"
"1622","2016-12-27","mixture","Mixture Models for Clustering and Classification"
"1623","2016-12-27","mRm","An R Package for Conditional Maximum Likelihood Estimation in
Mixed Rasch Models"
"1624","2016-12-27","RDS","Respondent-Driven Sampling"
"1625","2016-12-27","rel","Reliability Coefficients"
"1626","2016-12-27","restrictedMVN","Multivariate Normal Restricted by Affine Constraints"
"1627","2016-12-27","rFTRLProximal","FTRL-Proximal Algorithm"
"1628","2016-12-27","rpubchem","An Interface to the PubChem Collection"
"1629","2016-12-27","SCBmeanfd","Simultaneous Confidence Bands for the Mean of Functional Data"
"1630","2016-12-27","spark.sas7bdat","Read in 'SAS' Data ('.sas7bdat' Files) into 'Apache Spark'"
"1631","2016-12-27","UStatBookABSC","A Companion Package to the Book ""U-Statistics, M-Estimation and
Resampling"""
"1632","2016-12-27","webshot","Take Screenshots of Web Pages"
"1633","2016-12-26","CoFRA","Complete Functional Regulation Analysis"
"1634","2016-12-26","DISTRIB","Four Essential Functions for Statistical Distributions Analysis:
A New Functional Approach"
"1635","2016-12-26","factorcpt","Simultaneous Change-Point and Factor Analysis"
"1636","2016-12-26","GLDEX","Fitting Single and Mixture of Generalised Lambda Distributions
(RS and FMKL) using Various Methods"
"1637","2016-12-26","HelpersMG","Tools for Earth Meteorological Analysis"
"1638","2016-12-26","shinyjs","Easily Improve the User Experience of Your Shiny Apps in Seconds"
"1639","2016-12-26","sparseHessianFD","Numerical Estimation of Sparse Hessians"
"1640","2016-12-26","tilting","Variable Selection via Tilted Correlation Screening Algorithm"
"1641","2016-12-26","utf8latex","Importing, Exporting and Converting Between Datasets and LaTeX"
"1642","2016-12-25","kdecopula","Kernel Smoothing for Bivariate Copula Densities"
"1643","2016-12-25","mclogit","Mixed Conditional Logit Models"
"1644","2016-12-25","mixlink","Mixture Link Regression"
"1645","2016-12-25","RandomFields","Simulation and Analysis of Random Fields"
"1646","2016-12-25","RandomFieldsUtils","Utilities for the Simulation and Analysis of Random Fields"
"1647","2016-12-24","findviews","A View Generator for Multidimensional Data"
"1648","2016-12-24","GerminaR","Germination Indexes for Seed Germination Variables for
Ecophysiological Studies"
"1649","2016-12-24","ggguitar","Utilities for Creating Guitar Tablature"
"1650","2016-12-24","HDoutliers","Leland Wilkinson's Algorithm for Detecting Multidimensional
Outliers"
"1651","2016-12-24","InterVA4","Replicate and Analyse 'InterVA4'"
"1652","2016-12-24","pre","Prediction Rule Ensembles"
"1653","2016-12-24","rnrfa","UK National River Flow Archive Data from R"
"1654","2016-12-24","samplesize","Sample Size Calculation for Various t-Tests and Wilcoxon-Test"
"1655","2016-12-23","CUB","A Class of Mixture Models for Ordinal Data"
"1656","2016-12-23","exprso","Rapid Implementation of Machine Learning Algorithms for Genomic
Data"
"1657","2016-12-23","finch","Parse Darwin Core Files"
